[Key.enter]hi[Key.space]my[Key.space]name[Key.space]iis[Key.space][Key.backspace][Key.backspace][Key.backspace]s[Key.backspace][Key.backspace][Key.backspace][Key.space]is[Key.space]tamimuthanks[Key.space]it[Key.space]works[Key.space]but[Key.space]i[Key.space]want[Key.space]you[Key.space]to[Key.space]remove[Key.space]this[Key.space]and[Key.space]remain[Key.space]with[Key.space]the[Key.space]enter[Key.space][Key.backspace]ed[Key.space]txt[Key.backspace][Key.backspace]ext[Key.space]only[Key.space][Key.shift]""[Key.left][Key.ctrl][Key.cmd]vc[Key.enter][Key.cmd]a[Key.cmd]v[Key.cmd]x[Key.ctrl]x[Key.enter][Key.cmd]x[Key.enter][Key.cmd]xx[Key.cmd][Key.cmd][Key.cmd][Key.cmd][Key.cmd]xxx[Key.ctrl]xx[Key.enter]q[Key.enter][Key.space]wow[Key.space]i[Key.space]like[Key.space]this[Key.space]keyu[Key.backspace]logger[Key.space][Key.space]maan[Key.space]=[Key.backspace]a[Key.backspace][Key.backspace][Key.backspace]a[Key.backspace][Key.backspace]na[Key.space]ni[Key.space]unyama[Key.space]sansa[Key.space][Key.backspace][Key.backspace][Key.backspace][Key.backspace]a[Key.backspace]na[Key.space][Key.cmd][Key.cmd]fi[Key.backspace]o[Key.backspace][Key.backspace]re[Key.backspace][Key.backspace][Key.backspace]create[Key.space]acode[Key.space]and[Key.space]remove[Key.space]this[Key.space]and[Key.space]remian[Key.space][Key.backspace][Key.backspace][Key.backspace][Key.backspace]ain[Key.space]only[Key.space]wwith[Key.space]the[Key.space]te[Key.backspace][Key.backspace]text[Key.space][Key.backspace],[Key.space]exampk[Key.backspace]le[Key.space]an[Key.backspace][Key.backspace][Key.space]i[Key.space]don't[Key.space]want[Key.space]thi[Key.backspace]e[Key.space]output[Key.space]to[Key.space]be[Key.space]like[Key.space]this[Key.space][Key.shift]""[Key.left][Key.cmd]v[Key.enter][Key.cmd]a[Key.cmd]v[Key.cmd]x[Key.cmd]x[Key.backspace]pip[Key.space]insy[Key.backspace]tall[Key.space]pynput[Key.enter]pip[Key.space]install[Key.space]logging[Key.enter]pip3[Key.space]install[Key.space]pu[Key.backspace]ynput[Key.enter][Key.cmd]c[Key.cmd]v[Key.enter][Key.cmd]v[Key.right][Key.enter][Key.cmd]v[Key.right][Key.enter]deactivate[Key.enter]python3[Key.space]venv[Key.space]newvenv[Key.enter][Key.up][Key.left][Key.left][Key.left][Key.left][Key.left][Key.left][Key.left][Key.left][Key.left][Key.left][Key.left][Key.left][Key.left][Key.space]-m[Key.space][Key.enter]source[Key.space]newvenv/bin/acr=[Key.backspace][Key.backspace]tivate[Key.enter]pip[Key.space]install[Key.space]pynput[Key.space][Key.enter][Key.cmd]s[Key.backspace]setup.sh[Key.enter][Key.shift]#[Key.shift]!/bin/bash[Key.enter][Key.enter]echo[Key.space][Key.shift]"creating[Key.space]new[Key.space]viry[Key.backspace]tual[Key.space]env[Key.shift]"[Key.enter][Key.enter]python3[Key.space]new[Key.shift]_venv[Key.left][Key.left][Key.left][Key.left][Key.left][Key.left][Key.left][Key.left][Key.left][Key.space]-m[Key.space]venv[Key.space][Key.right][Key.right][Key.right][Key.right][Key.right][Key.right][Key.right][Key.right][Key.right][Key.right][Key.space][Key.enter][Key.enter][Key.cmd]c[Key.cmd]a[Key.cmd]v[Key.backspace][Key.backspace][Key.backspace][Key.backspace][Key.backspace][Key.backspace][Key.backspace][Key.backspace]new[Key.shift]_venv[Key.backspace][Key.backspace][Key.backspace][Key.backspace][Key.backspace][Key.backspace][Key.backspace][Key.backspace][Key.backspace]pynput[Key.backspace][Key.backspace][Key.backspace][Key.backspace][Key.backspace][Key.backspace][Key.backspace]logging[Key.shift]#[Key.shift]#[Key.shift]#[Key.shift]#[Key.shift]#[Key.shift]#[Key.shift]#[Key.shift]#2024-07-28 15:47:26,903: This process is not trusted! Input event monitoring will not be possible until it is added to accessibility clients.
2024-07-28 15:47:39,357: Key.space
2024-07-28 15:47:39,789: Key.enter
2024-07-28 15:47:40,020: Key.enter
2024-07-28 15:47:40,188: Key.enter
2024-07-28 15:47:40,325: Key.enter
2024-07-28 15:47:40,460: Key.enter
2024-07-28 15:47:41,125: 'h'
2024-07-28 15:47:41,261: 'i'
2024-07-28 15:47:41,564: Key.space
2024-07-28 15:47:42,276: 't'
2024-07-28 15:47:42,484: 'a'
2024-07-28 15:47:42,917: 'm'
2024-07-28 15:47:43,149: 'i'
2024-07-28 15:47:43,364: 'm'
2024-07-28 15:47:43,589: 'u'
2024-07-28 15:47:43,861: Key.space
2024-07-28 15:47:44,588: 'r'
2024-07-28 15:47:44,732: 'a'
2024-07-28 15:47:44,852: 's'
2024-07-28 15:47:45,148: 'h'
2024-07-28 15:47:45,444: 'u'
2024-07-28 15:47:45,580: 'd'
2024-07-28 15:47:45,836: Key.space
2024-07-28 15:47:46,644: Key.backspace
2024-07-28 15:47:46,828: Key.backspace
2024-07-28 15:47:46,956: Key.backspace
2024-07-28 15:47:47,765: 'i'
2024-07-28 15:47:48,740: 'd'
2024-07-28 15:47:48,828: Key.space
2024-07-28 15:48:50,156: Key.backspace
2024-07-28 15:48:50,300: Key.backspace
2024-07-28 15:48:50,445: Key.backspace
2024-07-28 15:48:50,740: Key.backspace
2024-07-28 15:48:50,932: Key.backspace
2024-07-28 15:48:51,124: Key.backspace
2024-07-28 15:48:51,452: Key.backspace
2024-07-28 15:48:51,748: Key.backspace
2024-07-28 15:48:52,820: Key.backspace
2024-07-28 15:48:53,372: Key.backspace
2024-07-28 15:48:55,276: 'k'
2024-07-28 15:48:55,508: 'e'
2024-07-28 15:48:55,774: 'y'
2024-07-28 15:49:01,900: 'l'
2024-07-28 15:49:02,109: 'o'
2024-07-28 15:49:02,356: 'g'
2024-07-28 15:49:05,556: '.'
2024-07-28 15:49:06,060: 't'
2024-07-28 15:49:06,253: 'c'
2024-07-28 15:49:07,492: Key.backspace
2024-07-28 15:49:09,284: 'x'
2024-07-28 15:49:09,437: 't'
2024-07-28 15:49:22,461: Key.right
2024-07-28 15:49:23,516: Key.right
2024-07-28 15:49:23,901: Key.right
2024-07-28 15:49:24,172: Key.right
2024-07-28 15:49:24,673: Key.right
2024-07-28 15:49:24,758: Key.right
2024-07-28 15:49:24,842: Key.right
2024-07-28 15:49:24,927: Key.right
2024-07-28 15:49:25,010: Key.right
2024-07-28 15:49:25,724: Key.right
2024-07-28 15:49:26,004: Key.right
2024-07-28 15:49:26,292: Key.right
2024-07-28 15:49:26,852: Key.right
2024-07-28 15:49:28,140: Key.backspace
2024-07-28 15:49:28,641: Key.backspace
2024-07-28 15:49:28,725: Key.backspace
2024-07-28 15:49:28,808: Key.backspace
2024-07-28 15:49:28,892: Key.backspace
2024-07-28 15:49:28,976: Key.backspace
2024-07-28 15:49:29,324: Key.backspace
2024-07-28 15:49:29,492: Key.backspace
2024-07-28 15:49:29,637: Key.backspace
2024-07-28 15:49:29,789: Key.backspace
2024-07-28 15:49:30,005: Key.backspace
2024-07-28 15:49:31,661: 'c'
2024-07-28 15:49:31,869: 'l'
2024-07-28 15:49:32,117: 'e'
2024-07-28 15:49:32,380: 'a'
2024-07-28 15:49:32,557: 'n'
2024-07-28 15:49:37,996: 'e'
2024-07-28 15:49:38,260: 'd'
2024-07-28 15:49:41,812: Key.shift
2024-07-28 15:49:42,212: '_'
2024-07-28 15:49:46,517: 'l'
2024-07-28 15:49:46,733: 'o'
2024-07-28 15:49:46,972: 'g'
2024-07-28 15:49:49,453: '='
2024-07-28 15:49:50,364: Key.backspace
2024-07-28 15:49:50,557: Key.backspace
2024-07-28 15:49:50,724: Key.backspace
2024-07-28 15:49:51,116: Key.backspace
2024-07-28 15:49:51,572: Key.shift
2024-07-28 15:49:51,924: 'L'
2024-07-28 15:49:52,772: Key.backspace
